candidate_id,family,mode,leverage,total_return_pct,annualized_sharpe,max_drawdown_pct,exposure_pct,turnover,trade_count,win_rate_pct,profit_factor,return_2025_pct,return_2026_pct,min_required_year_return_pct,yearly_return_gate_pass,drawdown_review_gate_pass,active_rows,segments,trigger_rows,params_json
alpha_gap_adx_regime_momentum_824339506a_lev1.0,gap_adx_regime,momentum,1.0,298.4627207336014,2.6338227315863985,-32.534899531958864,95.24486681465038,3.0,2,50.01395919060971,1.020004804248461,54.07427238470137,37.93829885723461,37.93829885723461,False,True,82384,2,5300,"{""adx_min"": 36.0, ""family"": ""gap_adx_regime"", ""gap_min"": 50.0, ""mode"": ""momentum""}"
alpha_gap_adx_regime_momentum_00e7b1b9d2_lev1.0,gap_adx_regime,momentum,1.0,298.4627207336014,2.6338227315863985,-32.534899531958864,95.24486681465038,3.0,2,50.01395919060971,1.020004804248461,54.07427238470137,37.93829885723461,37.93829885723461,False,True,82384,2,5285,"{""adx_min"": 36.0, ""family"": ""gap_adx_regime"", ""gap_min"": 100.0, ""mode"": ""momentum""}"
alpha_gap_adx_regime_momentum_28d5ca72c2_lev1.0,gap_adx_regime,momentum,1.0,298.4627207336014,2.6338227315863985,-32.534899531958864,95.24486681465038,3.0,2,50.01395919060971,1.020004804248461,54.07427238470137,37.93829885723461,37.93829885723461,False,True,82384,2,5042,"{""adx_min"": 36.0, ""family"": ""gap_adx_regime"", ""gap_min"": 200.0, ""mode"": ""momentum""}"
alpha_gap_adx_regime_momentum_0a3efc88a9_lev1.0,gap_adx_regime,momentum,1.0,295.2027326263149,2.618189995975681,-32.534899531958864,95.24486681465038,3.0,2,50.02366993190343,1.0198847974176826,52.813727120421184,37.93829885723461,37.93829885723461,False,True,82384,2,4450,"{""adx_min"": 36.0, ""family"": ""gap_adx_regime"", ""gap_min"": 350.0, ""mode"": ""momentum""}"
alpha_gap_adx_regime_momentum_8665257d1c_lev1.0,gap_adx_regime,momentum,1.0,271.1013220841849,2.4983046669666913,-32.534899531958864,95.24486681465038,3.0,2,50.03216683053543,1.0189661619861672,43.494392840198,37.93829885723461,37.93829885723461,False,True,82384,2,3490,"{""adx_min"": 36.0, ""family"": ""gap_adx_regime"", ""gap_min"": 500.0, ""mode"": ""momentum""}"
alpha_long_return_regime_fade_32b6ea1d69_lev2.0,long_return_regime,fade,2.0,23.273610593456496,0.19845221552260686,-70.25303016840365,96.78019792822789,218.0,55,50.05196449690005,1.001487882492155,46.54856274844901,32.03550505840143,32.03550505840143,False,True,83712,55,60799,"{""family"": ""long_return_regime"", ""mode"": ""fade"", ""threshold_bps"": 350.0, ""window"": 2688}"
alpha_rsi_regime_momentum_d18a1c6986_lev1.0,rsi_regime,momentum,1.0,205.72220526932128,2.0647631806428373,-36.80383117951247,99.98265815760267,325.0,163,50.19484048519328,1.0153125279713098,28.535729863227832,49.03605059549552,28.535729863227832,False,True,86482,163,1879,"{""family"": ""rsi_regime"", ""high"": 75.0, ""low"": 20.0, ""mode"": ""momentum""}"
alpha_gap_adx_regime_fade_2ef99afedf_lev2.0,gap_adx_regime,fade,2.0,55.437636030399794,0.4196458647141766,-63.33942744539627,95.52233629300777,110.0,28,50.06233131210438,1.003162683551648,77.7084647115817,17.741286976166837,17.741286976166837,False,True,82624,28,12936,"{""adx_min"": 12.0, ""family"": ""gap_adx_regime"", ""gap_min"": 500.0, ""mode"": ""fade""}"
alpha_long_return_regime_momentum_b1f3b32f02_lev1.0,long_return_regime,momentum,1.0,50.104049047620556,0.7650335590459856,-53.95063178352877,98.37795967443581,29.0,15,49.968857602858044,1.0056733272214178,15.549885730472045,18.036710055319748,15.549885730472045,False,True,85094,15,1732,"{""family"": ""long_return_regime"", ""mode"": ""momentum"", ""threshold_bps"": 1200.0, ""window"": 384}"
alpha_donchian_regime_breakout_f4137520bc_lev1.0,donchian_regime,breakout,1.0,67.26891824520376,0.9775963417258173,-50.55518581411471,95.70847206807251,59.0,30,50.02899110939312,1.0073645402593885,15.328637175095494,17.573810364643915,15.328637175095494,False,True,82785,30,42018,"{""family"": ""donchian_regime"", ""high_band"": 0.75, ""low_band"": 0.25, ""mode"": ""breakout"", ""window"": 2688}"
alpha_long_return_regime_fade_7dc4379c37_lev2.0,long_return_regime,fade,2.0,142.9209886063826,0.8417704293862504,-70.22782457604684,96.74320199778025,178.0,45,50.11651668877496,1.0063008743664799,14.96359289369611,50.404505216137686,14.96359289369611,False,True,83680,45,53740,"{""family"": ""long_return_regime"", ""mode"": ""fade"", ""threshold_bps"": 500.0, ""window"": 2688}"
alpha_long_return_regime_fade_32b6ea1d69_lev1.0,long_return_regime,fade,1.0,11.028649723148698,0.19845221552260686,-45.459217248377925,96.78019792822789,109.0,55,50.05196449690005,1.001487882492155,21.057243793359604,14.906703485219452,14.906703485219452,False,True,83712,55,60799,"{""family"": ""long_return_regime"", ""mode"": ""fade"", ""threshold_bps"": 350.0, ""window"": 2688}"
alpha_gap_adx_regime_momentum_c2e394a5b2_lev2.0,gap_adx_regime,momentum,2.0,308.9169659707947,1.3405545401513255,-67.98195807124627,95.37435257121717,30.0,8,49.926662221952846,1.0101282861322682,49.65675231594968,14.698030219093017,14.698030219093017,False,True,82496,8,7660,"{""adx_min"": 30.0, ""family"": ""gap_adx_regime"", ""gap_min"": 350.0, ""mode"": ""momentum""}"
alpha_long_return_regime_fade_7c5faa53fc_lev2.0,long_return_regime,fade,2.0,732.5683352570303,2.046854432870383,-64.88168071609714,92.96730484646689,14.0,4,50.07026227102583,1.0157097686922936,14.021790255288336,61.26687922949874,14.021790255288336,False,True,80414,4,1859,"{""family"": ""long_return_regime"", ""mode"": ""fade"", ""threshold_bps"": 2500.0, ""window"": 1344}"
