strategy,period,return_pct,max_drawdown_pct,trades
jesse_example_macd_ema,2022-07,1.8960186974410265,-68.22078283744362,18
jesse_example_macd_ema,2022-08,-16.91052071306928,-69.82023507039308,28
jesse_example_macd_ema,2022-09,-14.51081129371845,-74.19956380821607,28
jesse_example_macd_ema,2022-10,-3.445880308541105,-75.34818105092151,24
jesse_example_macd_ema,2022-11,-3.617184839304455,-76.99766512654487,23
jesse_example_macd_ema,2022-12,-6.854835583447628,-77.6355728896216,25
jesse_example_macd_ema,2023-01,31.168673070578446,-77.69537780357633,15
jesse_example_macd_ema,2023-02,-1.5496104963808488,-72.05747048212714,19
jesse_example_macd_ema,2023-03,28.58055170969869,-71.32090632553053,11
jesse_example_macd_ema,2023-04,-2.196430393965554,-65.0719564702666,16
jesse_example_macd_ema,2023-05,-11.982864787491199,-68.56956974693185,27
jesse_example_macd_ema,2023-06,4.573718524627579,-70.85047048071522,28
jesse_example_macd_ema,2023-07,-7.7858631140509615,-69.17361357083287,28
jesse_example_macd_ema,2023-08,-12.790476507065218,-73.11645528503252,34
jesse_example_macd_ema,2023-09,0.1342160127082881,-74.04766162424086,17
jesse_example_macd_ema,2023-10,26.661892890969206,-73.19860937205407,10
jesse_example_macd_ema,2023-11,-4.8549980562917705,-67.73085921329303,30
jesse_example_macd_ema,2023-12,9.871582978356287,-67.60253433891342,17
jesse_example_macd_ema,2024-01,-0.6834998488935651,-65.22336355611031,22
jesse_example_macd_ema,2024-02,24.848436618553983,-65.86823400672479,25
jesse_example_macd_ema,2024-03,5.999425444328899,-55.903859175339896,20
jesse_example_macd_ema,2024-04,-11.778602858424103,-58.6697219898493,19
jesse_example_macd_ema,2024-05,3.1809153417747593,-59.06476482209353,22
jesse_example_macd_ema,2024-06,-5.033111515943789,-60.321756322840194,15
jesse_example_macd_ema,2024-07,5.371667133357483,-63.03440285558409,17
jesse_example_macd_ema,2024-08,1.1605626056359286,-59.34487638531194,14
jesse_example_macd_ema,2024-09,9.152399352349194,-58.44086571492466,12
jesse_example_macd_ema,2024-10,8.837945838826,-54.17261631535831,16
jesse_example_macd_ema,2024-11,25.800146134101777,-50.45138394640269,13
jesse_example_macd_ema,2024-12,-12.432664004916083,-43.50475381218516,29
jesse_example_macd_ema,2025-01,-2.368115554463912,-44.84262652469133,26
jesse_example_macd_ema,2025-02,-6.998439057573547,-49.33722204309399,16
jesse_example_macd_ema,2025-03,-16.76833331319284,-57.81544815144974,38
jesse_example_macd_ema,2025-04,-0.9067521258696809,-61.17605090779884,25
jesse_example_macd_ema,2025-05,7.906851555933914,-57.586521862666686,19
jesse_example_macd_ema,2025-06,-4.5723543502969815,-57.97718661776736,20
jesse_example_macd_ema,2025-07,-1.9874475711784023,-57.299653501679806,38
jesse_example_macd_ema,2025-08,-3.6999442699477414,-58.879542525192164,16
jesse_example_macd_ema,2025-09,-0.1965869782528773,-60.9371844794945,23
jesse_example_macd_ema,2025-10,-0.559387662625932,-59.73769628416568,19
jesse_example_macd_ema,2025-11,-5.9511589195152865,-62.661386780450215,18
jesse_example_macd_ema,2025-12,-14.487721304181244,-67.17920861416788,30
jesse_example_macd_ema,2026-01,-5.620251426031686,-69.0238196100649,24
jesse_example_macd_ema,2026-02,-8.236117012490551,-72.01684769150998,19
jesse_example_macd_ema,2026-03,-1.2191227723292841,-72.96592988572303,22
jesse_example_macd_ema,2026-04,5.230222818131147,-72.4833096492268,21
jesse_example_macd_ema,2026-05,-1.3751793734027906,-70.8593495032717,20
devon_macd_ema,2020-01,27.785401463377312,-9.454733327426402,11
devon_macd_ema,2020-02,-3.663688126394715,-9.857325488034697,17
devon_macd_ema,2020-03,0.6533279551329763,-20.928110638143295,15
devon_macd_ema,2020-04,31.772451779691345,-11.390753510200224,10
devon_macd_ema,2020-05,7.956137602047764,-11.291906790858308,14
devon_macd_ema,2020-06,-3.0680663600249902,-11.27213474240355,21
devon_macd_ema,2020-07,16.51499625398829,-15.678028796681897,21
devon_macd_ema,2020-08,-2.6504067128400144,-8.909681705982454,28
devon_macd_ema,2020-09,-0.4514030070992714,-9.180789195984518,22
devon_macd_ema,2020-10,13.763172345631268,-10.2146504496892,20
devon_macd_ema,2020-11,19.022873602616674,-10.910868593636847,24
devon_macd_ema,2020-12,32.35807795816954,-11.181117648830641,16
devon_macd_ema,2021-01,11.906178575416092,-22.64218234570331,23
devon_macd_ema,2021-02,33.328922167045704,-21.622091157937017,14
devon_macd_ema,2021-03,13.108705208949111,-16.299603310446386,21
devon_macd_ema,2021-04,11.964852112119505,-13.472219457638957,12
devon_macd_ema,2021-05,-10.567204182624746,-15.372331015631746,16
devon_macd_ema,2021-06,-2.8958337155878477,-21.315942253195352,24
devon_macd_ema,2021-07,19.5694954302968,-21.82116697034443,16
devon_macd_ema,2021-08,6.758982344879483,-9.145202544302954,21
devon_macd_ema,2021-09,0.2831529020633994,-11.071753696965715,15
devon_macd_ema,2021-10,22.52128740187491,-14.10182682741511,20
devon_macd_ema,2021-11,-15.766122064822063,-27.847994645395612,26
devon_macd_ema,2021-12,-16.4386514857338,-41.43260723212692,31
devon_macd_ema,2022-01,-27.58673079218713,-57.305869090828566,39
devon_macd_ema,2022-02,10.410620753442412,-57.27142869929895,16
devon_macd_ema,2022-03,9.969327883689893,-55.15870311666619,13
devon_macd_ema,2022-04,-5.669120316288256,-49.854654917493804,16
devon_macd_ema,2022-05,-8.618110649627987,-57.74944011924879,27
devon_macd_ema,2022-06,-22.210345493546146,-64.50158052596062,25
devon_macd_ema,2022-07,1.8960186974410265,-68.22078283744362,18
devon_macd_ema,2022-08,-16.91052071306928,-69.82023507039308,28
devon_macd_ema,2022-09,-14.51081129371845,-74.19956380821607,28
devon_macd_ema,2022-10,-3.445880308541105,-75.34818105092151,24
devon_macd_ema,2022-11,-3.617184839304455,-76.99766512654487,23
devon_macd_ema,2022-12,-6.854835583447628,-77.6355728896216,25
devon_macd_ema,2023-01,31.168673070578446,-77.69537780357633,15
