event_index,event_timestamp,month,label,action,btc_target,hype_target,hold_bars,trade_log_return,trade_return_pct,trade_max_drawdown_pct,ret16_HYPEUSDT,ret96_HYPEUSDT,ret384_HYPEUSDT,ret16_BTCUSDT,ret96_BTCUSDT,ret384_BTCUSDT,rel_ret16,rel_ret96,resid_z16,shock_sign,trend_align,btc_align,month_num,day_num,hour_float,event_index_frac
1855,2025-06-20 07:45:00+00:00,2025-06,btc_reversal|-2.000|0.000|64,btc_reversal,0.0,-2.0,64,0.23739483808910317,26.794165061248876,-5.2285803122115055,0.04379073631560269,-0.0045027224797279065,-0.1705724229746305,0.011491264180347249,0.011196726043658024,-0.011845770281518899,0.03229947213525544,-0.01569944852338593,1.6704900145951533,1.0,-1.0,1.0,6.0,20.0,7.75,0.04908835904628331
1920,2025-06-21 00:00:00+00:00,2025-06,btc_reversal|2.000|0.000|32,btc_reversal,0.0,2.0,32,0.10087175749442916,10.613477917163072,-1.1995623752737994,-0.05335383635613726,-0.1110935062190949,-0.226187546610323,-0.004430618532873198,-0.01495678883943232,-0.029572635757980616,-0.04892321782326406,-0.09613671737966259,-2.4698336002866013,-1.0,1.0,1.0,6.0,21.0,0.0,0.05080843631744687
1982,2025-06-21 15:30:00+00:00,2025-06,hype_momentum|0.000|-2.000|96,hype_momentum,-2.0,0.0,96,0.07972259991832392,8.298660542995929,-3.325563117502872,-0.05613211269598482,-0.0811755326668925,-0.1808720594755237,-0.003286045957192367,-0.010062251105445832,-0.010143566734976505,-0.052846066738792455,-0.07111328156144667,-2.6619557545943247,-1.0,1.0,1.0,6.0,21.0,15.5,0.05244912540686443
2084,2025-06-22 17:00:00+00:00,2025-06,btc_reversal|2.000|0.000|32,btc_reversal,0.0,2.0,32,0.09605836424948219,10.082331084545103,-4.677504799663201,0.02580343642737852,0.019387920399564468,-0.13141747348048022,-0.022898165048433654,-0.035218417867591625,-0.042176888340051184,0.04870160147581218,0.05460633826715609,2.3920133015883462,1.0,-1.0,-1.0,6.0,22.0,17.0,0.055148323586228794
2119,2025-06-23 01:45:00+00:00,2025-06,btc_momentum|2.000|0.000|96,btc_momentum,0.0,2.0,96,0.08067679221454296,8.402047608303164,-16.693580100436545,0.046974087228470005,0.07791872461654126,-0.07367905860896704,0.0190990481546706,-0.012905295286155674,-0.03414833559465718,0.027875039073799405,0.09082401990269694,1.3452744741702736,1.0,-1.0,-1.0,6.0,23.0,1.75,0.056074519039932255
2265,2025-06-24 14:15:00+00:00,2025-06,btc_reversal|-2.000|0.000|32,btc_reversal,0.0,-2.0,32,0.03957052017612207,4.036386294095018,-6.3871845233549385,0.040529338533076276,0.06103404381075622,0.034852724860900776,0.002102274689526835,0.03441435758988485,0.0009023342573154848,0.03842706384354944,0.026619686220871373,1.851771924475005,1.0,1.0,1.0,6.0,24.0,14.25,0.059938077218238114
2373,2025-06-25 17:15:00+00:00,2025-06,btc_momentum|-2.000|0.000|96,btc_momentum,0.0,-2.0,96,0.019845694679074752,2.004392967651425,-6.002426496506718,-0.04817288019921395,-0.021262620572945454,0.11488497128599653,-0.004934241181667678,0.015804252452652073,0.03757307331370931,-0.04323863901754627,-0.037066873025597524,-2.092921954686198,-1.0,-1.0,-1.0,6.0,25.0,17.25,0.0627960517610945
2474,2025-06-26 18:30:00+00:00,2025-06,btc_reversal|2.000|0.000|64,btc_reversal,0.0,2.0,64,0.03844683176727967,3.919547470228646,-10.999788397900634,-0.04004750112927532,-0.024107398314621567,0.060286934146751056,-0.002711099431792599,-0.0007406279465835987,0.07460288972190293,-0.03733640169748272,-0.023366770368037967,-1.8240441870997406,-1.0,-1.0,1.0,6.0,26.0,18.5,0.0654687872132102
2780,2025-06-29 23:00:00+00:00,2025-06,btc_momentum|2.000|0.000|16,btc_momentum,0.0,2.0,16,0.054396859333437214,5.590356419974474,-2.0333036510597147,0.04322256239180046,0.052154260380841984,0.07304842123053915,0.004936333859239163,0.006903168384293618,0.007092419393692092,0.0382862285325613,0.045251091996548365,1.9368274533496723,1.0,1.0,1.0,6.0,29.0,23.0,0.07356638175130328
2883,2025-07-01 00:45:00+00:00,2025-07,btc_momentum|-2.000|0.000|96,btc_momentum,0.0,-2.0,96,0.10879885558172367,11.4938064216912,-4.154812743182957,-0.040708950630080544,-0.010358850085021855,0.10110099199111383,-0.0019221636908496582,-0.012386653692268938,0.006580013523643581,-0.038786786939230884,0.0020278036072470824,-1.9648419426875319,-1.0,-1.0,1.0,7.0,1.0,0.75,0.07629204265791632
3569,2025-07-08 04:15:00+00:00,2025-07,btc_reversal|2.000|0.000|96,btc_reversal,0.0,2.0,96,0.09032044417336034,9.452496166241776,-4.335885361931668,-0.04240387883956772,-0.06717003094001704,-0.05294014150494642,-0.005246189681720262,-0.012615082424878089,-0.012440131303118891,-0.03715768915784746,-0.05455494851513895,-1.9799905873556127,-1.0,1.0,1.0,7.0,8.0,4.25,0.09444547355050412
3726,2025-07-09 19:30:00+00:00,2025-07,btc_momentum|2.000|0.000|96,btc_momentum,0.0,2.0,96,0.08868344955033988,9.27346959129065,-4.592203469286515,0.047308237884301545,0.05191921190947761,0.05310759687934581,0.023105412739850575,0.023733301981698717,0.0299386607729498,0.02420282514445097,0.028185909927778894,1.2995140284979312,1.0,1.0,1.0,7.0,9.0,19.5,0.09860012172854535
3865,2025-07-11 06:15:00+00:00,2025-07,btc_reversal|-2.000|0.000|64,btc_reversal,0.0,-2.0,64,0.02382927547367869,2.4115461337860022,-7.459614703945949,0.045062275865496895,0.09789030989402138,0.14232900276195115,0.01583216334776239,0.0599442129385848,0.079325190562221,0.029230112517734504,0.03794609695543658,1.6133657741217848,1.0,1.0,1.0,7.0,11.0,6.25,0.10227844081611051
4157,2025-07-14 07:15:00+00:00,2025-07,hype_reversal|0.000|-2.000|96,hype_reversal,-2.0,0.0,96,0.08521160792911704,8.894747223923694,-1.7381134236487905,-0.01526747213078842,0.02016309679320645,0.1577051899811364,0.019901429631557544,0.036161417187278444,0.09396519221690351,-0.03516890176234597,-0.015998320394071994,-2.0807825380309017,1.0,1.0,1.0,7.0,14.0,7.25,0.11000555717272222
4769,2025-07-20 16:15:00+00:00,2025-07,btc_reversal|-2.000|0.000|32,btc_reversal,0.0,-2.0,32,0.06548867682725405,6.768064771264037,-3.246481216322261,0.03819151986188061,0.053975487537953955,-0.010026624843292857,0.00706352086129489,0.004638827147272319,-0.0040106510832721475,0.03112799900058572,0.04933666039068164,2.014240666061503,1.0,-1.0,1.0,7.0,20.0,16.25,0.12620074624890842
4870,2025-07-21 17:30:00+00:00,2025-07,btc_momentum|-2.000|0.000|64,btc_momentum,0.0,-2.0,64,0.04856509054050616,4.976369928315538,-7.202103355842404,-0.04078487332219073,-0.0336319497346822,-0.01834672824262366,-0.01029907168934144,-0.007086228374280838,-0.010857141288864244,-0.030485801632849294,-0.02654572136040136,-2.1067187106459264,-1.0,1.0,1.0,7.0,21.0,17.5,0.1288734817010241
